;   
;  IMD Data
;   
;  Saved on Fri Jul  9 11:33:44 2010
;   
;  Structure: 
;   
;  Si layer (1), z=100.0000 A, sigma=4.0000 A (err. fun.)
;  [Mo/B4C] multilayer, N=500, d=15.0000 A, Gamma=0.300
;      Mo layer (2), rho=10.200 g/cm3, z=4.5000 A, sigma(Si/Mo)=2.0000 A (err. fun.), sigma(B4C/Mo)=2.0000 A (err. fun.)
;      B4C layer (3), rho=2.520 g/cm3, z=10.5000 A, sigma=3.0000 A (err. fun.)
;  Si substrate, sigma=1.0000 A (err. fun.)
;   
;  delta(theta)=0.0010 deg, f=1.0000
;   
;  E=8000.000 eV
;   
;  Theta [deg] 	R
;-----------------
       2.9680000      0.070284260
       2.9687778      0.056310792
       2.9695556      0.052584146
       2.9703333      0.093141053
       2.9711111       0.19349067
       2.9718889       0.32966926
       2.9726667       0.45828249
       2.9734444       0.55169266
       2.9742222       0.60683227
       2.9750000       0.63239470
       2.9757778       0.63737494
       2.9765556       0.62740092
       2.9773333       0.60493448
       2.9781111       0.57011014
       2.9788889       0.52138499
       2.9796667       0.45635259
       2.9804444       0.37368255
       2.9812222       0.27707737
       2.9820000       0.17960796
       2.9827778       0.10200960
       2.9835556      0.060231432
       2.9843333      0.052013013
       2.9851111      0.058992375
       2.9858889      0.062268369
       2.9866667      0.054067745
       2.9874444      0.037914897
       2.9882222      0.022365995
       2.9890000      0.014271246
       2.9897778      0.014830505
       2.9905556      0.019951675
       2.9913333      0.023897642
       2.9921111      0.023132077
       2.9928889      0.017907258
       2.9936667      0.011295372
       2.9944444     0.0068174872
       2.9952222     0.0062179692
       2.9960000     0.0086487096
       2.9967778      0.011586561
       2.9975556      0.012648530
       2.9983333      0.011015694
       2.9991111     0.0076827323
       2.9998889     0.0045955552
       3.0006667     0.0033371408
       3.0014444     0.0041906837
       3.0022222     0.0061162478
       3.0030000     0.0075562543
       3.0037778     0.0074599795
       3.0045556     0.0058653004
       3.0053333     0.0037486051
       3.0061111     0.0023226746
       3.0068889     0.0022605896
       3.0076667     0.0033280514
       3.0084444     0.0046185215
       3.0092222     0.0051850484
       3.0100000     0.0046312923
       3.0107778     0.0033025469
       3.0115556     0.0020031874
       3.0123333     0.0014563430
       3.0131111     0.0018584492
       3.0138889     0.0027995337
       3.0146667     0.0035709755
       3.0154444     0.0036336439
       3.0162222     0.0029394858
       3.0170000     0.0019215204
       3.0177778     0.0011865134
       3.0185556     0.0011220461
       3.0193333     0.0016686397
       3.0201111     0.0023894489
       3.0208889     0.0027723797
       3.0216667     0.0025566007
       3.0224444     0.0018776534
       3.0232222     0.0011551073
       3.0240000    0.00081037270
       3.0247778     0.0010012531
       3.0255556     0.0015391756
       3.0263333     0.0020303845
       3.0271111     0.0021372187
       3.0278889     0.0017867609
       3.0286667     0.0012000130
       3.0294444    0.00073511281
       3.0302222    0.00065353795
       3.0310000    0.00096042605
       3.0317778     0.0014160112
       3.0325556     0.0017013176
       3.0333333     0.0016240428
       3.0341111     0.0012325158
       3.0348889    0.00077184639
       3.0356667    0.00051860852
       3.0364444    0.00060424010
       3.0372222    0.00093931426
       3.0380000     0.0012817223
       3.0387778     0.0013979489
       3.0395556     0.0012102536
       3.0403333    0.00083778512
       3.0411111    0.00051142326
       3.0418889    0.00042216875
       3.0426667    0.00060191699
       3.0434444    0.00091078976
       3.0442222     0.0011341180
       3.0450000     0.0011221084
       3.0457778    0.00088161927
       3.0465556    0.00056451902
       3.0473333    0.00036485475
       3.0481111    0.00039382033
       3.0488889    0.00061274341
       3.0496667    0.00086426631
       3.0504444    0.00097756097
       3.0512222    0.00087734410
       3.0520000    0.00062746628
       3.0527778    0.00038446793
       3.0535556    0.00029429316
       3.0543333    0.00039991693
       3.0551111    0.00061820298
       3.0558889    0.00079797527
       3.0566667    0.00081894491
       3.0574444    0.00066688271
       3.0582222    0.00043839682
       3.0590000    0.00027516665
       3.0597778    0.00027205523
       3.0605556    0.00041848226
       3.0613333    0.00060919390
       3.0621111    0.00071492842
       3.0628889    0.00066560552
       3.0636667    0.00049266146
       3.0644444    0.00030526510
       3.0652222    0.00021797513
       3.0660000    0.00027754573
       3.0667778    0.00043554593
       3.0675556    0.00058266263
       3.0683333    0.00062056556
       3.0691111    0.00052414894
       3.0698889    0.00035492646
       3.0706667    0.00021883138
       3.0714444    0.00019716271
       3.0722222    0.00029555129
       3.0730000    0.00044292665
       3.0737778    0.00053947038
       3.0745556    0.00052125466
       3.0753333    0.00039978817
       3.0761111    0.00025217463
       3.0768889    0.00016979414
       3.0776667    0.00019951892
       3.0784444    0.00031520621
       3.0792222    0.00043673728
       3.0800000    0.00048290685
       3.0807778    0.00042328200
       3.0815556    0.00029600779
       3.0823333    0.00018132136
       3.0831111    0.00014902497
       3.0838889    0.00021420919
       3.0846667    0.00032927433
       3.0854444    0.00041626167
       3.0862222    0.00041758108
       3.0870000    0.00033216810
       3.0877778    0.00021446765
       3.0885556    0.00013801726
       3.0893333    0.00014789300
       3.0901111    0.00023271505
       3.0908889    0.00033356450
       3.0916667    0.00038303649
       3.0924444    0.00034856600
       3.0932222    0.00025223118
       3.0940000    0.00015509007
       3.0947778    0.00011705382
       3.0955556    0.00015860044
       3.0963333    0.00024876744
       3.0971111    0.00032639051
       3.0978889    0.00034006461
       3.0986667    0.00028074209
       3.0994444    0.00018635505
       3.1002222    0.00011628652
       3.1010000    0.00011280645
       3.1017778    0.00017447452
       3.1025556    0.00025822503
       3.1033333    0.00030803943
       3.1041111    0.00029113403
       3.1048889    0.00021831640
       3.1056667    0.00013593046
       3.1064444    9.5282359e-05
       3.1072222    0.00011966979
       3.1080000    0.00019017940
       3.1087778    0.00025887787
       3.1095556    0.00028024332
       3.1103333    0.00024024035
       3.1111111    0.00016450463
       3.1118889    0.00010094082
       3.1126667    8.8498851e-05
       3.1134444    0.00013244742
       3.1142222    0.00020182774
       3.1150000    0.00025017715
       3.1157778    0.00024566627
       3.1165556    0.00019111954
       3.1173333    0.00012136490
       3.1181111    8.0161085e-05
       3.1188889    9.1953050e-05
       3.1196667    0.00014666690
       3.1204444    0.00020698530
       3.1212222    0.00023290527
       3.1220000    0.00020742687
       3.1227778    0.00014689886
       3.1235556    8.9768057e-05
       3.1243333    7.1435708e-05
       3.1251111    0.00010163951
       3.1258889    0.00015880059
       3.1266667    0.00020457443
       3.1274444    0.00020880940
       3.1282222    0.00016867845
       3.1290000    0.00010986964
       3.1297778    6.9484023e-05
       3.1305556    7.2000701e-05
       3.1313333    0.00011386339
       3.1321111    0.00016638350
       3.1328889    0.00019469164
       3.1336667    0.00018022555
       3.1344444    0.00013226613
       3.1352222    8.1378955e-05
       3.1360000    5.9358528e-05
       3.1367778    7.8815401e-05
       3.1375556    0.00012550216
       3.1383333    0.00016802922
       3.1391111    0.00017836180
       3.1398889    0.00014972088
       3.1406667    0.00010047471
       3.1414444    6.1830041e-05
       3.1422222    5.7551072e-05
       3.1430000    8.8873223e-05
       3.1437778    0.00013418181
       3.1445556    0.00016335415
       3.1453333    0.00015725528
       3.1461111    0.00011977868
       3.1468889    7.4873410e-05
       3.1476667    5.0774281e-05
       3.1484444        0.0000000
       3.1492222        0.0000000
       3.1500000        0.0000000
